,id_tweet,date_tweet,tweet,sentiment,indice_confiance
58,1303534548949504001,2020-09-09 03:23:49,RT @Samsung: Samsung experts explain the key camera features of #GalaxyZFold2 and how they work together with Flex mode to deliver innovati,neutral,1.0
59,1303534465428279296,2020-09-09 03:23:29,RT @1Obefiend: Not gonna lie. This #GalaxyZFold2 feels 10x better than the original Fold. Very solid and nice in hand. Less gaps and looks,positive,0.88
60,1303534141829345286,2020-09-09 03:22:12,I am excited to try out the #DualPreview feature on the #GalaxyZFold2 and capture my special moments in a whole new way!,positive,0.7
61,1303533229282963457,2020-09-09 03:18:34,"RT @LowyatNET: #Samsung #GalaxyZFold2 Price For Malaysia Is RM 7999; Pre-Order Opens On 11 September

https://t.co/F5YDhNj68n https://t.co/",neutral,1.0
62,1303533010994655233,2020-09-09 03:17:42,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
63,1303532831902064640,2020-09-09 03:17:00,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
64,1303532284633546752,2020-09-09 03:14:49,"RT @SamsungMobile: A moment worth revisiting: first impressions of the #GalaxyZFold2 by the very fine gentlemen of @BTS_twt @BTS_bighit
Lea",positive,0.98
65,1303531776875339776,2020-09-09 03:12:48,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
66,1303531552681254912,2020-09-09 03:11:55,"RT @LowyatNET: #Samsung #GalaxyZFold2 Price For Malaysia Is RM 7999; Pre-Order Opens On 11 September

https://t.co/F5YDhNj68n https://t.co/",neutral,1.0
67,1303531498037850113,2020-09-09 03:11:42,"I love the state-of-the-art #HideawayHinge mechanism on the #GalaxyZFold2, that is designed to smooth out every fold and unfold.",positive,0.99
68,1303531422972391425,2020-09-09 03:11:24,"RT @yesudasantony: I love the state-of-the-art #HideawayHinge mechanism on the #GalaxyZFold2, that is designed to smooth out every fold and",positive,0.98
69,1303530316317958149,2020-09-09 03:07:00,"RT @LowyatNET: #Samsung #GalaxyZFold2 Price For Malaysia Is RM 7999; Pre-Order Opens On 11 September

https://t.co/F5YDhNj68n https://t.co/",neutral,1.0
70,1303530249209012224,2020-09-09 03:06:44,"RT @LowyatNET: #Samsung #GalaxyZFold2 Price For Malaysia Is RM 7999; Pre-Order Opens On 11 September

https://t.co/F5YDhNj68n https://t.co/",neutral,1.0
71,1303530156330377216,2020-09-09 03:06:22,I cant wait to experience the next level of flexible display! Thats got to be my favourite feature of the #GalaxyZFold2.,positive,0.99
72,1303530088890212352,2020-09-09 03:06:06,"RT @LowyatNET: #Samsung #GalaxyZFold2 Price For Malaysia Is RM 7999; Pre-Order Opens On 11 September

https://t.co/F5YDhNj68n https://t.co/",neutral,1.0
73,1303529869263790081,2020-09-09 03:05:13,"#Samsung #GalaxyZFold2 Price For Malaysia Is RM 7999; Pre-Order Opens On 11 September

https://t.co/F5YDhNj68n https://t.co/EM5TxZAnmr",neutral,1.0
74,1303529182962606080,2020-09-09 03:02:30,"RT @SamsungBrasil: Como disse o Suga,  inovao pura! Vem a o #GalaxyZFold2, o smartphone do futuro. 
Siga nosso perfil e acompanhe todos",neutral,0.73
75,1303528312698855425,2020-09-09 02:59:02,RT @1Obefiend: More!! #GalaxyZFold2 baby! https://t.co/S4a4vRq6HZ,neutral,0.9
76,1303528281820422149,2020-09-09 02:58:55,RT @1Obefiend: Not gonna lie. This #GalaxyZFold2 feels 10x better than the original Fold. Very solid and nice in hand. Less gaps and looks,positive,0.88
77,1303528203185606657,2020-09-09 02:58:36,RT @1Obefiend: Not gonna lie. This #GalaxyZFold2 feels 10x better than the original Fold. Very solid and nice in hand. Less gaps and looks,positive,0.88
78,1303527988785369088,2020-09-09 02:57:45,RT @1Obefiend: Not gonna lie. This #GalaxyZFold2 feels 10x better than the original Fold. Very solid and nice in hand. Less gaps and looks,positive,0.88
79,1303527922662354944,2020-09-09 02:57:29,"RT @MovilZona: Todava no lo viste? 

Primeras impresiones (vdeo): https://t.co/pH39o15kSQ
Ficha tcnica: https://t.co/JuU4qnfh4y

@Samsu",negative,0.58
80,1303527377830436864,2020-09-09 02:55:19,RT @1Obefiend: Not gonna lie. This #GalaxyZFold2 feels 10x better than the original Fold. Very solid and nice in hand. Less gaps and looks,positive,0.88
81,1303527369592897536,2020-09-09 02:55:17,RT @1Obefiend: Not gonna lie. This #GalaxyZFold2 feels 10x better than the original Fold. Very solid and nice in hand. Less gaps and looks,positive,0.88
82,1303527251066019840,2020-09-09 02:54:49,More!! #GalaxyZFold2 baby! https://t.co/S4a4vRq6HZ,neutral,0.9
83,1303527203548741632,2020-09-09 02:54:38,Not gonna lie. This #GalaxyZFold2 feels 10x better than the original Fold. Very solid and nice in hand. Less gaps a https://t.co/QD7TvmEBQ5,mixed,0.76
84,1303526298258558976,2020-09-09 02:51:02,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
85,1303526211511971840,2020-09-09 02:50:41,First rear camera selfie using the #GalaxyZFold2  https://t.co/9uyASkSIuR,neutral,0.98
86,1303526161021009921,2020-09-09 02:50:29,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
87,1303523687040253957,2020-09-09 02:40:39,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
88,1303523357032415238,2020-09-09 02:39:21,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
89,1303523015276126209,2020-09-09 02:37:59,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
90,1303523012344344576,2020-09-09 02:37:59,I am excited to try out the #DualPreview feature on the #GalaxyZFold2 and capture my special moments in a whole new way!,positive,0.7
91,1303522066855989249,2020-09-09 02:34:13,"I love the state-of-the-art #HideawayHinge mechanism on the #GalaxyZFold2, that is designed to smooth out every fold and unfold.",positive,0.99
92,1303521654245675008,2020-09-09 02:32:35,RT @SamsungMobileUS: The #GalaxyZFold2 5G is the revolutionary mobile experience you've been waiting for. Pre-order yours now.,neutral,0.94
93,1303521566140100608,2020-09-09 02:32:14,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
94,1303520934653956096,2020-09-09 02:29:43,"As one era ends, the next one unfolds. Change the shape of the future with the new #GalaxyZFold2.

Learn more: https://t.co/AQCOu7rkKO",positive,0.64
95,1303520915532075008,2020-09-09 02:29:39,"RT @SamsungMobile: Farewell, flat.
As one era ends, the next one unfolds.
Change the shape of the future. #GalaxyZFold2

Learn More: https:",neutral,0.85
96,1303518807957417985,2020-09-09 02:21:16,RT @SamsungMobileUS: The #GalaxyZFold2 5G is the revolutionary mobile experience you've been waiting for. Pre-order yours now.,neutral,0.94
97,1303518707742773254,2020-09-09 02:20:52,"I love the state-of-the-art #HideawayHinge mechanism on the #GalaxyZFold2, that is designed to smooth out every fold and unfold.",positive,0.99
98,1303518386891010048,2020-09-09 02:19:36,  Fold   #flashfly #GalaxyZFold2 https://t.co/fDnYHvMcNq,neutral,1.0
99,1303517753119248384,2020-09-09 02:17:05,RT @SamsungMobileUS: The #GalaxyZFold2 5G is the revolutionary mobile experience you've been waiting for. Pre-order yours now.,neutral,0.94
100,1303516392080121857,2020-09-09 02:11:40,RT @SamsungIndia: Unfold a new era of working. Change the shape of the future with #GalaxyZFold2. Pre-order starts soon. Register now: http,neutral,0.89
101,1303515978383253504,2020-09-09 02:10:02,I am excited to try out the #DualPreview feature on the #GalaxyZFold2 and capture my special moments in a whole new way!,positive,0.7
102,1303515614141579264,2020-09-09 02:08:35,I cant wait to experience the next level of flexible display! Thats got to be my favourite feature of the #GalaxyZFold2.,positive,0.99
103,1303515561863774209,2020-09-09 02:08:22,RT @Samsung: Samsung experts explain the key camera features of #GalaxyZFold2 and how they work together with Flex mode to deliver innovati,neutral,1.0
104,1303515457903718400,2020-09-09 02:07:57,Going to set up the #GalaxyWatch3... now to wait for my @SamsungMobileUS  #GalaxyZFold2. Ordered the Bronze Galaxy https://t.co/T0EMmDQNuD,neutral,0.74
105,1303515374290268160,2020-09-09 02:07:38,RT @Samsung: Samsung experts explain the key camera features of #GalaxyZFold2 and how they work together with Flex mode to deliver innovati,neutral,1.0
106,1303515361803816960,2020-09-09 02:07:35,I am excited to try out the #DualPreview feature on the #GalaxyZFold2 and capture my special moments in a whole new way!,positive,0.7
107,1303515222313971712,2020-09-09 02:07:01,RT @SamsungMobileUS: The #GalaxyZFold2 5G is the revolutionary mobile experience you've been waiting for. Pre-order yours now.,neutral,0.94
108,1303514405154422785,2020-09-09 02:03:46,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
109,1303514005709832197,2020-09-09 02:02:11,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
110,1303513584085938178,2020-09-09 02:00:31,"Samsungs Galaxy Z Fold 2 officially arrives on September 18 for $2,000 https://t.co/ShxKzMvVxV #GalaxyZFold2 https://t.co/uL0V8XDLnJ",neutral,1.0
111,1303513157680291840,2020-09-09 01:58:49,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
112,1303513086393872384,2020-09-09 01:58:32,RT @SamsungIndia: The future is now. Get ready for #GalaxyZFold2  the phone that is designed to change the shape of the future. Which feat,neutral,0.9
113,1303512910820339713,2020-09-09 01:57:50,RT @SamsungIndia: The future is now. Get ready for #GalaxyZFold2  the phone that is designed to change the shape of the future. Which feat,neutral,0.9
114,1303512483823452161,2020-09-09 01:56:08,RT @SamsungIndia: The future is now. Get ready for #GalaxyZFold2  the phone that is designed to change the shape of the future. Which feat,neutral,0.9
115,1303512439808356355,2020-09-09 01:55:58,"I love the state-of-the-art #HideawayHinge mechanism on the #GalaxyZFold2, that is designed to smooth out every fold and unfold.",positive,0.99
116,1303512113634111492,2020-09-09 01:54:40,"I love the state-of-the-art #HideawayHinge mechanism on the #GalaxyZFold2, that is designed to smooth out every fold and unfold.",positive,0.99
117,1303512090196340736,2020-09-09 01:54:35,"RT @SamsungMobile: Farewell, flat.
As one era ends, the next one unfolds.
Change the shape of the future. #GalaxyZFold2

Learn More: https:",neutral,0.85
118,1303512011167289345,2020-09-09 01:54:16,RT @SamsungIndia: The future is now. Get ready for #GalaxyZFold2  the phone that is designed to change the shape of the future. Which feat,neutral,0.9
119,1303511546409021441,2020-09-09 01:52:25,RT @Samsung: Samsung experts explain the key camera features of #GalaxyZFold2 and how they work together with Flex mode to deliver innovati,neutral,1.0
120,1303510971718209536,2020-09-09 01:50:08,RT @SamsungMobileUS: The #GalaxyZFold2 5G is the revolutionary mobile experience you've been waiting for. Pre-order yours now.,neutral,0.94
121,1303510936792121344,2020-09-09 01:50:00,I cant wait to experience the next level of flexible display! Thats got to be my favourite feature of the #GalaxyZFold2.,positive,0.99
122,1303510846769737728,2020-09-09 01:49:38,RT @Samsung: Samsung experts explain the key camera features of #GalaxyZFold2 and how they work together with Flex mode to deliver innovati,neutral,1.0
123,1303510383374659584,2020-09-09 01:47:48,"RT @folduniverse: Who wants some Galaxy Z Fold 2 giveaway here?

My one weights only 28 grams, 90% lighter, 99% off RRP 

#galaxyzfold2 #",neutral,0.97
124,1303510234837561344,2020-09-09 01:47:12,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
125,1303510072832614402,2020-09-09 01:46:34,"RT @SamsungMobile: Farewell, flat.
As one era ends, the next one unfolds.
Change the shape of the future. #GalaxyZFold2

Learn More: https:",neutral,0.85
126,1303507439178801152,2020-09-09 01:36:06,RT @Samsung: Samsung experts explain the key camera features of #GalaxyZFold2 and how they work together with Flex mode to deliver innovati,neutral,1.0
127,1303507304361254912,2020-09-09 01:35:34,"RT @SamsungMobile: Farewell, flat.
As one era ends, the next one unfolds.
Change the shape of the future. #GalaxyZFold2

Learn More: https:",neutral,0.85
128,1303506502624444418,2020-09-09 01:32:22,"RT @SamsungMobile: Farewell, flat.
As one era ends, the next one unfolds.
Change the shape of the future. #GalaxyZFold2

Learn More: https:",neutral,0.85
129,1303506130484695041,2020-09-09 01:30:54,RT @SamsungIndia: The future is now. Get ready for #GalaxyZFold2  the phone that is designed to change the shape of the future. Which feat,neutral,0.9
130,1303505092360822786,2020-09-09 01:26:46,RT @SamsungIndia: The future is now. Get ready for #GalaxyZFold2  the phone that is designed to change the shape of the future. Which feat,neutral,0.9
131,1303504474565009408,2020-09-09 01:24:19,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
132,1303504324199215110,2020-09-09 01:23:43,"Galaxy Z Fold2 5G   22,000.-   https://t.co/o3pmPjeP5n   #GalaxyZFold2 https://t.co/Ohc464nmHY",neutral,1.0
133,1303504311574384642,2020-09-09 01:23:40,"I love the state-of-the-art #HideawayHinge mechanism on the #GalaxyZFold2, that is designed to smooth out every fold and unfold.",positive,0.99
134,1303504092174712833,2020-09-09 01:22:48,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
135,1303504065595281408,2020-09-09 01:22:41,RT @Samsung: Samsung experts explain the key camera features of #GalaxyZFold2 and how they work together with Flex mode to deliver innovati,neutral,1.0
136,1303503499708297221,2020-09-09 01:20:26,"RT @MovilZona: Todava no lo viste? 

Primeras impresiones (vdeo): https://t.co/pH39o15kSQ
Ficha tcnica: https://t.co/JuU4qnfh4y

@Samsu",negative,0.58
137,1303501721688301568,2020-09-09 01:13:22,RT @SamsungMobileUS: The #GalaxyZFold2 5G is the revolutionary mobile experience you've been waiting for. Pre-order yours now.,neutral,0.94
138,1303501704151724032,2020-09-09 01:13:18,I am excited to try out the #DualPreview feature on the #GalaxyZFold2 and capture my special moments in a whole new way!nice,positive,1.0
139,1303500980680404994,2020-09-09 01:10:26,"RT @SamsungMobile: A moment worth revisiting: first impressions of the #GalaxyZFold2 by the very fine gentlemen of @BTS_twt @BTS_bighit
Lea",positive,0.98
140,1303500733761765376,2020-09-09 01:09:27,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
141,1303498670071902209,2020-09-09 01:01:15,I cant wait to experience the next level of flexible display! Thats got to be my favourite feature of the #GalaxyZFold2. unbelievable,positive,0.89
142,1303497690752319488,2020-09-09 00:57:21,I cant wait to experience the next level of flexible display! Thats got to be my favourite feature of the #GalaxyZFold2.,positive,0.99
143,1303496917142310912,2020-09-09 00:54:17,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
144,1303496840084467713,2020-09-09 00:53:59,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
145,1303496179146059776,2020-09-09 00:51:21,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
146,1303495960224382976,2020-09-09 00:50:29,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
147,1303495446816415744,2020-09-09 00:48:26,I am excited to try out the #DualPreview feature on the #GalaxyZFold2 and capture my special moments in a whole new way!,positive,0.7
148,1303494096061829120,2020-09-09 00:43:04,RT @arunprabhuteja: I am excited to try out the #DualPreview feature on the #GalaxyZFold2 and capture my special moments in a whole new way!,positive,0.85
149,1303494000532320257,2020-09-09 00:42:42,I am excited to try out the #DualPreview feature on the #GalaxyZFold2 and capture my special moments in a whole new way!,positive,0.7
150,1303493680590774272,2020-09-09 00:41:25,RT @SamsungIndia: The future is now. Get ready for #GalaxyZFold2  the phone that is designed to change the shape of the future. Which feat,neutral,0.9
151,1303493175961501696,2020-09-09 00:39:25,"I love the state-of-the-art #HideawayHinge mechanism on the #GalaxyZFold2, that is designed to smooth out every fold and unfold.",positive,0.99
152,1303493014417891328,2020-09-09 00:38:47,RT @Samsung: Samsung experts explain the key camera features of #GalaxyZFold2 and how they work together with Flex mode to deliver innovati,neutral,1.0
153,1303490864380030976,2020-09-09 00:30:14,"Pre-Ordered the Samsung Galaxy Z Fold2! 

Mystic black with silver hinge. I'm beyond excited, just hoping it live https://t.co/TDI6H0qotR",positive,0.96
